company_number,company_name,organisation_type,organisation_code,registration_date,foundation_date,industry_code,industry_description,employees,website,email,phone,street,postal_code,city,municipality,country,country_code,bankrupt,under_liquidation,source,source_url,evidence_company_number,retrieved_at
812088122,HACON MANAGEMENT AS,Aksjeselskap,AS,2013-06-18,2013-05-30,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,Fleslandsvegen 160,5258,BLOMSTERDALEN,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812088122,812088122,2026-09-18T10:30:27.942490+00:00
812089722,G EIENDOM STEMMANE AS,Aksjeselskap,AS,2013-06-18,2013-06-06,68.200,Utleie av egen eller leid fast eiendom,,,,,Østre Strandgate 46,4610,KRISTIANSAND S,KRISTIANSAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812089722,812089722,2026-09-18T10:30:27.942492+00:00
812093592,PERSVEIEN 23 AS,Aksjeselskap,AS,2013-08-21,2013-06-07,68.200,Utleie av egen eller leid fast eiendom,,,,,"c/o Ruter AS, Dronningens gate 40",0154,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812093592,812093592,2026-09-18T10:30:27.942495+00:00
812097342,WEBAVDELINGEN AS,Aksjeselskap,AS,2013-06-19,2013-05-07,62.100,Dataprogrammeringstjenester,,,,,Lie Jørgensens veg 8,3684,NOTODDEN,NOTODDEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812097342,812097342,2026-09-18T10:30:27.942497+00:00
812097482,KPLUSS AS,Aksjeselskap,AS,2013-06-20,2013-06-01,26.300,Produksjon av kommunikasjonsutstyr,,,,,Sundøyhagen 64,5216,LEPSØY,BJØRNAFJORDEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812097482,812097482,2026-09-18T10:30:27.942500+00:00
812097792,JACOBS VIINE AS,Aksjeselskap,AS,2013-06-20,2013-04-10,46.340,Engroshandel med drikkevarer,,,,,Henrik Ibsens gate 60C,0255,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812097792,812097792,2026-09-18T10:30:27.942502+00:00
812098152,SINDING AS,Aksjeselskap,AS,2013-06-20,2013-04-01,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,kjetil@sempro.no,,Festeveien 50A,1525,MOSS,MOSS,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812098152,812098152,2026-09-18T10:30:27.942505+00:00
812098292,FELIX INVEST AS,Aksjeselskap,AS,1995-02-19,1981-03-31,68.200,Utleie av egen eller leid fast eiendom,,,,,Krabberødstrand 14,3960,STATHELLE,BAMBLE,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812098292,812098292,2026-09-18T10:30:27.942508+00:00
812099132,BILPLEIEKONGEN AS,Aksjeselskap,AS,2013-06-20,2013-06-13,47.520,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,Hauganveien 293,3178,VÅLE,TØNSBERG,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812099132,812099132,2026-09-18T10:30:27.942510+00:00
812100092,AUTO2 AS,Aksjeselskap,AS,2013-07-17,2013-07-11,95.310,Reparasjon og vedlikehold av motorvogner,,,sohail031@gmail.com,,Presthagaveien 16,2020,SKEDSMOKORSET,LILLESTRØM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812100092,812100092,2026-09-18T10:30:27.942513+00:00
812100262,VERDSGRENDA EIGEDOM AS,Aksjeselskap,AS,2013-07-23,2013-05-02,68.200,Utleie av egen eller leid fast eiendom,,,ac91aosl@staff.rcnuwc.no,57 73 70 00,"Haugland, v UWC",6968,FLEKKE,FJALER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812100262,812100262,2026-09-18T10:30:27.942515+00:00
812100742,VIDAR STRAND MOTOR AS,Aksjeselskap,AS,2013-06-20,2013-05-22,47.820,Detaljhandel med deler og utstyr til motorvogner,,www.vsmotor.no,,69 82 60 03,Trøgstadveien 1065,1860,TRØGSTAD,INDRE ØSTFOLD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812100742,812100742,2026-09-18T10:30:27.942518+00:00
812100882,NITRA AS,Aksjeselskap,AS,2013-06-20,2013-05-22,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,Åsen 17,4525,KONSMO,LYNGDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812100882,812100882,2026-09-18T10:30:27.942521+00:00
812100912,MAT & MENING AS,Aksjeselskap,AS,2013-06-20,2013-05-30,56.210,Catering for arrangementer,,,,,Svarttjønnveien 3,4615,KRISTIANSAND S,KRISTIANSAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812100912,812100912,2026-09-18T10:30:27.942523+00:00
812101102,WEST-INVEST AS,Aksjeselskap,AS,2013-06-20,2013-06-05,68.200,Utleie av egen eller leid fast eiendom,,,,70 19 95 00,Eidsbakken 81,6037,EIDSNES,SULA,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812101102,812101102,2026-09-18T10:30:27.942526+00:00
812101382,ANGELTVEIT INVEST AS,Aksjeselskap,AS,2013-06-22,2013-05-24,68.110,Kjøp og salg av egen fast eiendom,,,nils@instinct.no,,Angeltveitvegen 54,5363,ÅGOTNES,ØYGARDEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812101382,812101382,2026-09-18T10:30:27.942528+00:00
812102982,MOSK HOLDING AS,Aksjeselskap,AS,2013-06-20,2013-06-01,69.202,Regnskapsføring og bokføring,,,,,Ellingstranda 24,1642,SALTNES,RÅDE,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812102982,812102982,2026-09-18T10:30:27.942531+00:00
812103482,DROPPOINT AS,Aksjeselskap,AS,2013-06-22,2013-03-20,62.100,Dataprogrammeringstjenester,,,,,Sønsetveien 25,3158,ANDEBU,SANDEFJORD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812103482,812103482,2026-09-18T10:30:27.942533+00:00
812103652,KENNETH EIMSTAD RESTAURANTDRIFT AS,Aksjeselskap,AS,2013-06-20,2013-06-12,56.110,Drift av restauranter,30,,kenneth.eimstad@blender.no,,Stokkalandsbråtet 2,4362,VIGRESTAD,HÅ,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812103652,812103652,2026-09-18T10:30:27.942539+00:00
812104152,CAROLAS BUASPA & SOL AS,Aksjeselskap,AS,2013-06-20,2013-06-10,96.230,"Aktiviteter i dagspa, badstue og dampbad",,,,,,6729,KALVÅG,BREMANGER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812104152,812104152,2026-09-18T10:30:27.942542+00:00
812104942,BALANZIA AS,Aksjeselskap,AS,2013-06-26,2013-06-05,82.100,Kontortjenester,,www.balanzia.no,finn@balanzia.no,,Emil Olsens vei 2,3125,TØNSBERG,TØNSBERG,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812104942,812104942,2026-09-18T10:30:27.942544+00:00
812105612,KATOMA INVEST AS,Aksjeselskap,AS,2013-06-22,2013-05-27,68.110,Kjøp og salg av egen fast eiendom,,,,,Nedre Stokkavei 94,4023,STAVANGER,STAVANGER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812105612,812105612,2026-09-18T10:30:27.942547+00:00
812106082,HL EIENDOM AS,Aksjeselskap,AS,2013-06-22,2013-06-11,00.000,Uoppgitt,,,,,Bjønneveien 9,4879,GRIMSTAD,GRIMSTAD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812106082,812106082,2026-09-18T10:30:27.942549+00:00
812107232,KAITEKI CONSULTING AS,Aksjeselskap,AS,2013-06-22,2013-06-12,62.100,Dataprogrammeringstjenester,,,jan.klabacka@kaiteki-consulting.com,,Eventyrstien 3,3084,HOLMESTRAND,HOLMESTRAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812107232,812107232,2026-09-18T10:30:27.942552+00:00
812108972,JOH. H. ANDRESENS VEI 5 AS,Aksjeselskap,AS,2013-06-22,2013-06-10,68.200,Utleie av egen eller leid fast eiendom,,www.ferd.no,,67 10 80 00,Dronning Mauds gate 10,0250,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812108972,812108972,2026-09-18T10:30:27.942554+00:00
812110772,UTSIKTEN HOLDING INVEST AS,Aksjeselskap,AS,2013-07-09,2013-06-11,64.323,Andre egeninvesteringsselskaper,,,,,Fjelldalsvegen 222,3721,SKIEN,SKIEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812110772,812110772,2026-09-18T10:30:27.942557+00:00
812111302,HELT ADEKVAT AS,Aksjeselskap,AS,2013-06-24,2013-06-01,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,"C/O Marius Lille-Mæhlum, Slottåsen 5",3145,TJØME,FÆRDER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812111302,812111302,2026-09-18T10:30:27.942561+00:00
812113232,CAR-O-LINER NORGE AS,Aksjeselskap,AS,2013-06-27,2013-05-28,46.640,Engroshandel med maskiner og utstyr ellers,10,,,33 43 02 70,Sørlandske hovedvei 313,3270,LARVIK,LARVIK,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812113232,812113232,2026-09-18T10:30:27.942563+00:00
812113372,PETROPROD AS,Aksjeselskap,AS,2013-06-24,2013-04-12,63.100,"Datainfrastruktur, -behandling, -lagring og tilknyttede tjenester",,,,,Sjøhagen 3,4016,STAVANGER,STAVANGER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812113372,812113372,2026-09-18T10:30:27.942567+00:00
812115022,LUNA SOLSTUDIO AS,Aksjeselskap,AS,2013-06-24,2013-06-10,96.230,"Aktiviteter i dagspa, badstue og dampbad",,,,,Hornnesbråten 7,1747,SKJEBERG,SARPSBORG,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812115022,812115022,2026-09-18T10:30:27.942570+00:00
812118552,EKKO BYGG AS,Aksjeselskap,AS,2013-06-25,2013-06-19,41.000,Oppføring av bygninger,11,,,,Industrisvingen 9C,4480,KVINESDAL,KVINESDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812118552,812118552,2026-09-18T10:30:27.942572+00:00
812118692,SOMATORGET AS,Aksjeselskap,AS,2013-07-10,2013-06-01,47.761,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",5,,,,Skjeneholen 4,4313,SANDNES,SANDNES,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812118692,812118692,2026-09-18T10:30:27.942575+00:00
812118722,ENSJØVEIEN UTVIKLING AS,Aksjeselskap,AS,2013-09-07,2013-05-16,68.200,Utleie av egen eller leid fast eiendom,,,,,"c/o VIEW Procurator AS, Dronning Eufemias gate 16",0191,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812118722,812118722,2026-09-18T10:30:27.942577+00:00
812119052,FRYSJAPARKEN UTVIKLING AS,Aksjeselskap,AS,2013-06-25,2013-05-16,68.110,Kjøp og salg av egen fast eiendom,,,,,"c/o Stor-Oslo Eiendom AS, Dronning Eufemias gate 16",0191,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812119052,812119052,2026-09-18T10:30:27.942580+00:00
812119672,FARHAN RAFIQUE AS,Aksjeselskap,AS,2013-07-08,2013-03-29,86.210,Allmennlegetjenester,,,farhanrafique@hotmail.com,,Nygaardsgata 29,1606,FREDRIKSTAD,FREDRIKSTAD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812119672,812119672,2026-09-18T10:30:27.942582+00:00
812121022,BUCKEN INVEST AS,Aksjeselskap,AS,2013-06-25,2013-03-21,68.200,Utleie av egen eller leid fast eiendom,,,kibb@getmail.no,,Vågslien 19,5113,TERTNES,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812121022,812121022,2026-09-18T10:30:27.942585+00:00
812122932,RUNE MORTENSEN AS,Aksjeselskap,AS,2013-06-25,2013-06-19,74.120,Grafisk design og visuell kommunikasjonsdesign,,,,,Urgaten 3,4405,FLEKKEFJORD,FLEKKEFJORD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812122932,812122932,2026-09-18T10:30:27.942587+00:00
812124072,STORENGA AS,Aksjeselskap,AS,2013-06-25,2013-06-18,55.300,Drift av campingplasser,,,storenga.camping@hotmail.com,,Østsidavegen 860,2092,MINNESUND,EIDSVOLL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812124072,812124072,2026-09-18T10:30:27.942589+00:00
812124412,AM MEK VERKSTED LAKK CUSTOMS AS,Aksjeselskap,AS,2013-06-26,2013-06-01,32.990,Annen industriproduksjon ikke nevnt annet sted,,,,,Vågbøvegen 1367,6628,MEISINGSET,TINGVOLL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812124412,812124412,2026-09-18T10:30:27.942592+00:00
812125192,FREDRIKSTAD MIKROBRYGGERI AS,Aksjeselskap,AS,2013-06-27,2013-06-17,11.050,Produksjon av øl,,,,,Øraveien 2,1630,GAMLE FREDRIKSTAD,FREDRIKSTAD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812125192,812125192,2026-09-18T10:30:27.942594+00:00
812125842,LANTZ ARKITEKTER NORDIC AS,Aksjeselskap,AS,2013-06-26,2013-06-19,74.130,Interiørdesignvirksomhet,,www.lantzark.no,aashild@lantzark.no,,Hanskleiva 33,7350,BUVIKA,SKAUN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812125842,812125842,2026-09-18T10:30:27.942597+00:00
812126032,VRT HOLDING AS,Aksjeselskap,AS,2013-06-26,2013-05-24,86.221,"Spesialiserte legetjenester, unntatt psykiatriske legetjenester",,,,,Torget 1,3256,LARVIK,LARVIK,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812126032,812126032,2026-09-18T10:30:27.942599+00:00
812126172,NORWEGIAN AEROSPACE AS,Aksjeselskap,AS,2013-06-26,2013-06-18,00.000,Uoppgitt,,,,,Hellbergsvingen 5A,7517,HELL,STJØRDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812126172,812126172,2026-09-18T10:30:27.942601+00:00
812126482,LEVEL HOLDING AS,Aksjeselskap,AS,2013-06-28,2013-06-06,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,fv@iktgruppen.no,,Sørengkaia 130,0194,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812126482,812126482,2026-09-18T10:30:27.942604+00:00
812126962,RAUFOSS ZOO SENTER AS,Aksjeselskap,AS,2013-06-26,2013-06-01,47.762,Detaljhandel med kjæledyr og varer til kjæledyr,5,,,,Storgata 49,2830,RAUFOSS,VESTRE TOTEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812126962,812126962,2026-09-18T10:30:27.942606+00:00
812127012,BARSK ENTREPRENØR AS,Aksjeselskap,AS,2013-07-04,2013-06-05,42.222,Bygging av anlegg for elektrisitet og telekommunikasjon på land,,,harald.lyngmo@hotmail.com,,Bekkefaret 10,9158,STORSLETT,NORDREISA,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812127012,812127012,2026-09-18T10:30:27.942609+00:00
812127152,SLÅTTEVIK UTBYGGING AS,Aksjeselskap,AS,2013-07-18,2013-06-12,00.000,Uoppgitt,,,,53 77 54 00,Ølensvåg,5582,ØLENSVÅG,VINDAFJORD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812127152,812127152,2026-09-18T10:30:27.942611+00:00
812127462,SILVERSMITH AS,Aksjeselskap,AS,2013-06-29,2013-06-07,64.323,Andre egeninvesteringsselskaper,,,erik@kimmestad.no,,Hoslekroken 12,1362,HOSLE,BÆRUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812127462,812127462,2026-09-18T10:30:27.942614+00:00
812129252,INTERIØRNETT AS,Aksjeselskap,AS,2013-06-26,2013-05-10,74.130,Interiørdesignvirksomhet,,www.interiornett.as,,,Strandveien 10,3965,HERRE,BAMBLE,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812129252,812129252,2026-09-18T10:30:27.942616+00:00
812129392,LYNGDAL MARINE AS,Aksjeselskap,AS,2013-07-18,2013-06-19,33.150,Reparasjon og vedlikehold av sivile skip og båter,,,,,Hageleet 14,4580,LYNGDAL,LYNGDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812129392,812129392,2026-09-18T10:30:27.942619+00:00
812130692,HÅRGALLERIET FAGERNES AS,Aksjeselskap,AS,2013-06-27,2013-06-01,96.220,Skjønnhetspleie,6,,,,Jernbanevegen 6,2900,FAGERNES,NORD-AURDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812130692,812130692,2026-09-18T10:30:27.942621+00:00
812134922,PER-AAGE.COM AS,Aksjeselskap,AS,2013-06-29,2013-04-15,74.200,Fotografvirksomhet,,per-aage.com,eriksen@per-aage.com,,Assuransegata 11,3915,PORSGRUNN,PORSGRUNN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812134922,812134922,2026-09-18T10:30:27.942624+00:00
812135112,ROGER LINNERUD AS,Aksjeselskap,AS,2013-06-29,2013-06-12,71.129,Annen teknisk konsulentvirksomhet,,,,,Sandgata 6,1900,FETSUND,LILLESTRØM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812135112,812135112,2026-09-18T10:30:27.942626+00:00
812138502,DANSESONEN TIRIL ANDØL DANSESTUDIO AS,Aksjeselskap,AS,2013-06-29,2013-06-07,85.529,Annen undervisning innenfor kultur,9,,,,Vollenveien 45,1390,VOLLEN,ASKER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812138502,812138502,2026-09-18T10:30:27.942629+00:00
812154362,VARADMIN AS,Aksjeselskap,AS,2013-06-29,2013-06-16,69.100,Juridisk tjenesteyting,,,,,Veritasveien 24,1363,HØVIK,BÆRUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812154362,812154362,2026-09-18T10:30:27.942631+00:00
812154672,DS CONSULTING AS,Aksjeselskap,AS,2013-06-29,2013-06-16,86.210,Allmennlegetjenester,,,,,Vårveien 22,3024,DRAMMEN,DRAMMEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812154672,812154672,2026-09-18T10:30:27.942633+00:00
812155822,HEMA INVEST HOLDING AS,Aksjeselskap,AS,2013-11-18,2013-10-10,47.631,Detaljhandel med sportsvarer,,,,,Oreveien 15,1446,DRØBAK,FROGN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812155822,812155822,2026-09-18T10:30:27.942636+00:00
812156292,VIKAVEIEN 4 AS,Aksjeselskap,AS,2013-06-29,2013-06-01,68.200,Utleie av egen eller leid fast eiendom,,,,,Karoline Kristiansens vei 1,0661,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812156292,812156292,2026-09-18T10:30:27.942638+00:00
812156322,NORWEGIA CONSULTING AS,Aksjeselskap,AS,2013-07-01,2013-05-30,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,Skjærvaveien 18,1466,STRØMMEN,LILLESTRØM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812156322,812156322,2026-09-18T10:30:27.942641+00:00
812156632,VOSSAMORO AS,Aksjeselskap,AS,2013-06-29,2013-06-12,79.121,Aktiviteter utført av utflukts- og eventarrangører,10,,,,Raugstadvegen 12,5704,VOSS,VOSS,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812156632,812156632,2026-09-18T10:30:27.942643+00:00
812157922,LASSE EVENSEN AS,Aksjeselskap,AS,2013-07-16,2013-06-19,74.990,"All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",,www.lasseevensentaksering.com/,,,Ringstabekkveien 114,1356,BEKKESTUA,BÆRUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812157922,812157922,2026-09-18T10:30:27.942645+00:00
812158392,INTERSHIP NORGE AS,Aksjeselskap,AS,2013-06-29,2013-06-07,50.201,Utenriks sjøfart med gods,,,,,Markedsgata 3,9510,ALTA,ALTA,Norge,NO,False,True,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812158392,812158392,2026-09-18T10:30:27.942648+00:00
812158872,DYNEA HOLDING AS,Aksjeselskap,AS,2013-07-01,2013-06-20,68.120,Utvikling og salg av byggeprosjekter,,,,,Dronning Mauds gate 15,0250,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812158872,812158872,2026-09-18T10:30:27.942651+00:00
812159062,ASKEPOTTS RENHOLD AS,Aksjeselskap,AS,2013-07-01,2013-05-31,81.210,Rengjøring av bygninger,,,ceo@askepottsrenhold.no,,Fjordvegen 512,9107,KVALØYA,TROMSØ,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812159062,812159062,2026-09-18T10:30:27.942654+00:00
812159372,FUGLENE AS,Aksjeselskap,AS,2013-07-01,2013-05-14,59.110,"Produksjon av film, video og fjernsynsprogrammer",,www.fuglene.no,,,Jomfrubråtveien 69C,1179,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812159372,812159372,2026-09-18T10:30:27.942656+00:00
812159712,EIDET SKO AS,Aksjeselskap,AS,2013-07-24,2013-06-24,47.720,Detaljhandel med skotøy og lærvarer,6,,turidfrig@hotmail.com,,Sentrumsvegen 51B,4700,VENNESLA,VENNESLA,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812159712,812159712,2026-09-18T10:30:27.942659+00:00
812159852,VEAMYR ENTREPRENØR AS,Aksjeselskap,AS,2013-07-24,2013-06-26,43.120,Grunnarbeid,,,,,Bleikmyrvegen 20,4276,VEAVÅGEN,KARMØY,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812159852,812159852,2026-09-18T10:30:27.942661+00:00
812160192,TEG EIENDOM AS,Aksjeselskap,AS,1995-02-19,1964-04-03,47.110,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,Eiksveien 57B,1359,EIKSMARKA,BÆRUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812160192,812160192,2026-09-18T10:30:27.942664+00:00
812160532,BWOOD AS,Aksjeselskap,AS,2013-07-01,2013-05-01,16.280,"Produksjon av andre trevarer og varer av kork, strå og flettematerialer",,,bge@b-wood.no,93 21 27 21,Kokkerudlia 3,1363,HØVIK,BÆRUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812160532,812160532,2026-09-18T10:30:27.942666+00:00
812160842,A.S. MONTASJE AS,Aksjeselskap,AS,2013-07-01,2013-05-31,43.320,Snekkerarbeid,12,,,,Verkstedveien 25B,1424,SKI,NORDRE FOLLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812160842,812160842,2026-09-18T10:30:27.942668+00:00
812161032,MELØY SOL & TRENING AS,Aksjeselskap,AS,2013-07-01,2013-06-14,93.130,Treningssentervirksomhet,,,,75 75 51 41,Åsenveien 2,8149,NEVERDAL,MELØY,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812161032,812161032,2026-09-18T10:30:27.942671+00:00
812161172,DR. KROHNS VEG 20 AS,Aksjeselskap,AS,2013-07-01,2013-06-19,68.200,Utleie av egen eller leid fast eiendom,,,,,"c/o Svein Erik Hydle, Kystveien 90",4842,ARENDAL,ARENDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812161172,812161172,2026-09-18T10:30:27.942674+00:00
812161512,SOMMERROGATEN 13-15 TOMT AS,Aksjeselskap,AS,2013-07-20,2013-06-24,68.200,Utleie av egen eller leid fast eiendom,,,,,Fridtjof Nansens plass 4,0160,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812161512,812161512,2026-09-18T10:30:27.942677+00:00
812161962,BRATTHOLM AS,Aksjeselskap,AS,2013-07-01,2013-05-22,03.110,Fiske og fangst i sjø,,,,,Kleven 13,4515,MANDAL,LINDESNES,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812161962,812161962,2026-09-18T10:30:27.942679+00:00
812162632,MJÅVANN 13 D 4 AS,Aksjeselskap,AS,2013-07-31,2013-05-28,68.200,Utleie av egen eller leid fast eiendom,,,post@kartraf.no,,Mjåvannssvingen 19,4628,KRISTIANSAND S,KRISTIANSAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812162632,812162632,2026-09-18T10:30:27.942682+00:00
812164872,FOLKETS HUS NARVIK AS,Aksjeselskap,AS,2013-07-02,2013-05-07,68.200,Utleie av egen eller leid fast eiendom,,,post@narvikkulturhus.no,76 96 53 90,Kongens gate 44,8514,NARVIK,NARVIK,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812164872,812164872,2026-09-18T10:30:27.942684+00:00
